/var/spool/slurm/d/job73648/slurm_script: line 10: activate: No such file or directory
/var/spool/slurm/d/job73648/slurm_script: line 11: cd: MAPPO: No such file or directory
Gym has been unmaintained since 2022 and does not support NumPy 2.0 amongst other critical functionality.
Please upgrade to Gymnasium, the maintained drop-in replacement of Gym, or contact the authors of your software and request that they upgrade.
Users of this version of Gym should be able to simply replace 'import gym' with 'import gymnasium as gym' in the vast majority of cases.
See the migration guide at https://gymnasium.farama.org/introduction/migration_guide/ for additional information.
u are choosing to use mappo, we set use_recurrent_policy & use_naive_recurrent_policy to be False
[render] auto_align: dynamic goals (M=10 slots + neighbor P=0), num_agents=10, robot_obs_dim=77
[render] auto_align: actor input dim 79, robot_obs_dim=77
成功加载长度 10: 26 个图案。
初始化完成：内存中可用长度 -> [10]
[render] nearest_n_radius: num_agents=10 (pattern 'S')
choose to use gpu...
================ Results Saved in run17 ================

成功加载长度 10: 26 个图案。
初始化完成：内存中可用长度 -> [10]
[font-pattern][render] env_rank=0, length(s)=[10], name=S
average episode rewards is: -351123.34113328886
average episode rewards is: -555243.7909673328
average episode rewards is: -621937.4047218778
average episode rewards is: -603444.1948344398
average episode rewards is: -556048.2510771164
average episode rewards is: -616922.0092329807
average episode rewards is: -568868.3673970576
average episode rewards is: -523495.0306797214
average episode rewards is: -661208.7454346195
average episode rewards is: -562412.3149561218
average episode rewards is: -501337.5372059839
average episode rewards is: -624331.4883944902
average episode rewards is: -572497.4972929363
average episode rewards is: -521057.92189265025
average episode rewards is: -511161.5000208717
average episode rewards is: -599285.9102626352
average episode rewards is: -625496.6001997448
average episode rewards is: -616349.9543523683
average episode rewards is: -323611.8008261745
average episode rewards is: -568429.4430304933
average episode rewards is: -608656.5586067697
average episode rewards is: -536871.7217024757
average episode rewards is: -701383.8996509088
average episode rewards is: -600012.0677333759
average episode rewards is: -522859.3523413456
average episode rewards is: -622862.4079980259
average episode rewards is: -546756.4457855222
average episode rewards is: -548876.9020862298
average episode rewards is: -557068.9986576281
average episode rewards is: -573937.7479105645
average episode rewards is: -632556.8567837023
average episode rewards is: -376440.3052044151
average episode rewards is: -601998.0474332059
average episode rewards is: -598741.8016815137
average episode rewards is: -604447.4238541676
average episode rewards is: -559002.7869620774
average episode rewards is: -534248.1198917583
average episode rewards is: -506784.6979711993
average episode rewards is: -669900.0773708497
average episode rewards is: -673936.7097535193
average episode rewards is: -543303.8520631415
average episode rewards is: -590668.5233801372
average episode rewards is: -585599.8635624798
average episode rewards is: -513621.698299478
average episode rewards is: -569785.3936860343
average episode rewards is: -630508.2641406106
average episode rewards is: -525306.9294034205
average episode rewards is: -469092.3121353604
average episode rewards is: -412545.0615386117
average episode rewards is: -430762.8351727448
average episode rewards is: -672107.843462529
average episode rewards is: -622176.2963581609
average episode rewards is: -541651.0972223694
average episode rewards is: -575831.9755332301
average episode rewards is: -445763.0422223811
average episode rewards is: -533958.264530843
average episode rewards is: -435913.6063472678
average episode rewards is: -542648.1386331483
average episode rewards is: -459638.15318122675
average episode rewards is: -611004.5126228143
average episode rewards is: -626191.2254141815
average episode rewards is: -696076.7492596623
average episode rewards is: -498274.74138347234
average episode rewards is: -661202.0592997695
average episode rewards is: -629792.4572662566
average episode rewards is: -571027.7287213348
average episode rewards is: -531528.4276641633
average episode rewards is: -626209.2048172134
average episode rewards is: -646345.3756348587
average episode rewards is: -663127.3579158066
average episode rewards is: -645870.8000579653
average episode rewards is: -300572.42318304663
average episode rewards is: -566844.4042892626
average episode rewards is: -661625.784864393
average episode rewards is: -452270.63841987046
average episode rewards is: -466493.15030022606
average episode rewards is: -414345.5768136572
average episode rewards is: -558945.7059150897
average episode rewards is: -578150.7771367056
average episode rewards is: -596473.8215083017
average episode rewards is: -437497.15668715106
average episode rewards is: -389249.3067625584
average episode rewards is: -564068.446593631
average episode rewards is: -560756.3651923942
average episode rewards is: -468906.3303373823
average episode rewards is: -711203.0913502416
average episode rewards is: -462188.6266927963
average episode rewards is: -499087.6381365244
average episode rewards is: -591251.1025433788
average episode rewards is: -582103.4694218067
average episode rewards is: -585039.2540466154
average episode rewards is: -613828.374497717
average episode rewards is: -523531.52846063237
average episode rewards is: -429599.82475497806
average episode rewards is: -624023.2835767465
average episode rewards is: -531505.2073618368
average episode rewards is: -438673.8004646444
average episode rewards is: -577931.2924043466
average episode rewards is: -510166.48099078547
average episode rewards is: -550507.4609002094
accomplish test,test episode: 100
